gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
LAN201705210,MIA,LAN,LOS03,20170521,0,1:10PM,day,,,FALSE,,166,44646,unknown,unknown,sunny,87,torf,5,whitj701,,,nauep901,guccc901,torrc901,demud901,,,mccab001,worlv001,,regular,3,6,LAN,MIA,y,both,y,y,y,2017
MIN201705211,KCA,MIN,MIN04,20170521,1,1:12PM,day,,,TRUE,,201,0,unknown,unknown,unknown,49,tocf,11,thors701,,,millb901,addir901,danlk901,hamaa901,,,minom001,hughp001,herrk001,regular,6,4,KCA,MIN,y,both,y,y,y,2017
MIN201705212,KCA,MIN,MIN04,20170521,2,5:07PM,night,,,TRUE,,149,27852,unknown,unknown,overcast,49,tocf,14,thors701,,,blakr901,danlk901,hamaa901,addir901,,,mejia001,kenni001,,regular,4,8,MIN,KCA,y,both,y,y,y,2017
NYN201705210,ANA,NYN,NYC20,20170521,0,1:11PM,day,,,FALSE,,197,39501,unknown,unknown,sunny,67,tolf,12,sprej701,,,morag901,may-b901,cuzzp901,cedeg901,,,chavj001,milot001,,regular,12,5,ANA,NYN,y,both,y,y,y,2017
OAK201705210,BOS,OAK,OAK01,20170521,0,1:07PM,day,,,TRUE,,191,20691,unknown,unknown,sunny,77,ltor,12,santa701,,,muchm901,fostm901,wintm901,whitc901,,,rodre004,triga001,,regular,12,3,BOS,OAK,y,both,y,y,y,2017
PIT201705210,PHI,PIT,PIT08,20170521,0,1:38PM,day,,,FALSE,,165,24445,unknown,unknown,unknown,74,rtol,10,patte701,,,carlm901,buckc901,gonzm901,culbf901,,,leblw001,nolaa001,watst001,regular,0,1,PIT,PHI,y,both,y,y,y,2017
SDN201705210,ARI,SDN,SAN02,20170521,0,1:40PM,day,,,FALSE,,136,27198,unknown,unknown,sunny,76,torf,10,zaveb701,,,dejer901,gormb901,iassd901,gibsh902,,,richc002,godlz001,,regular,1,5,SDN,ARI,y,both,y,y,y,2017
SEA201705210,CHA,SEA,SEA03,20170521,0,1:10PM,day,,,TRUE,,166,36782,unknown,unknown,sunny,69,ltor,5,padud701,,,davig901,hobep901,drakr901,wegnm901,,,holld003,hestc001,,regular,8,1,CHA,SEA,y,both,y,y,y,2017
SLN201705210,SFN,SLN,STL10,20170521,0,1:16PM,day,,,FALSE,,173,47533,unknown,unknown,sunny,70,torf,11,durbj701,,,hallt901,rippm901,lentn901,carav901,,,waina001,cainm001,,regular,3,8,SLN,SFN,y,both,y,y,y,2017
TBA201705210,NYA,TBA,STP01,20170521,0,1:11PM,day,,,TRUE,,206,20873,dry,none,dome,72,unknown,0,mathb701,,,onorb901,emmep901,wolcq901,barrs901,,,sabac001,archc001,betad001,regular,3,2,NYA,TBA,y,both,y,y,y,2017
ARI201705220,CHA,ARI,PHO01,20170522,0,6:40PM,night,,,FALSE,,159,18333,unknown,unknown,cloudy,103,ltor,8,rausg701,,,tumpj901,barrt901,herna901,barkl901,,,greiz001,gonzm003,,regular,1,5,ARI,CHA,y,both,y,y,y,2017
ATL201705220,PIT,ATL,ATL03,20170522,0,7:35PM,night,,,FALSE,,203,21896,unknown,unknown,overcast,70,torf,3,stamm701,,,cuzzp901,lentn901,carav901,hallt901,,,foltm001,coleg001,johnj010,regular,2,5,ATL,PIT,y,both,y,y,y,2017
BAL201705220,MIN,BAL,BAL12,20170522,0,7:07PM,night,,,TRUE,,211,12882,unknown,unknown,unknown,67,ltor,2,jacom701,,,reynj901,gibsg901,barrl901,sches901,,,gibsk002,wilst004,,regular,14,7,MIN,BAL,y,both,y,y,y,2017
CHN201705220,SFN,CHN,CHI11,20170522,0,7:07PM,night,,,FALSE,,179,36204,unknown,unknown,overcast,70,tocf,15,roseb701,,,eddid901,blasc901,nelsj901,diazl901,,,blact002,lackj001,melam001,regular,6,4,SFN,CHN,y,both,y,y,y,2017
CIN201705220,CLE,CIN,CIN09,20170522,0,7:10PM,night,,,FALSE,,159,26794,unknown,unknown,cloudy,71,unknown,1,rothr701,,,littw901,fagac901,kellj901,timmt901,,,felds001,tomlj001,,regular,1,5,CIN,CLE,y,both,y,y,y,2017
HOU201705220,DET,HOU,HOU03,20170522,0,7:10PM,night,,,TRUE,,165,22146,dry,none,dome,73,unknown,0,blour701,,,guccc901,torrc901,hoyej901,demud901,,,devec001,fulmm001,gilek001,regular,0,1,HOU,DET,y,both,y,y,y,2017
NYA201705220,KCA,NYA,NYC21,20170522,0,7:10PM,night,,,TRUE,,162,35005,unknown,unknown,unknown,60,fromrf,8,sprej701,,,estam901,hudsm901,belld901,laynj901,,,pinem001,vargj001,betad001,regular,2,4,NYA,KCA,y,both,y,y,y,2017
PHI201705220,COL,PHI,PHI13,20170522,0,7:07PM,night,,,FALSE,,183,21251,unknown,unknown,unknown,64,tocf,2,macom701,,,mealj901,conrc901,woodt901,kulpr901,,,hoffj003,eickj001,,regular,8,1,COL,PHI,y,both,y,y,y,2017
TBA201705220,ANA,TBA,STP01,20170522,0,7:10PM,night,,,TRUE,,217,12249,dry,none,dome,72,unknown,0,mathb701,,,porta901,westj901,wendh902,fleta901,,,ramij002,diazj005,norrb001,regular,3,2,ANA,TBA,y,both,y,y,y,2017
ARI201705230,CHA,ARI,PHO01,20170523,0,6:40PM,night,,,FALSE,,176,17865,unknown,unknown,cloudy,103,torf,9,rausg701,,,barrt901,herna901,barkl901,tumpj901,,,corbp001,coved001,rodnf001,regular,4,5,ARI,CHA,y,both,y,y,y,2017
ATL201705230,PIT,ATL,ATL03,20170523,0,7:37PM,night,,,FALSE,,183,25040,unknown,unknown,cloudy,74,ltor,8,stamm701,,,lentn901,carav901,hallt901,cuzzp901,,,jackl001,watst001,,regular,5,6,ATL,PIT,y,both,y,y,y,2017
BAL201705230,MIN,BAL,BAL12,20170523,0,7:08PM,night,,,TRUE,,143,13294,unknown,unknown,overcast,66,tolf,4,eiger701,,,gibsg901,barrl901,sches901,reynj901,,,sante001,bundd001,,regular,2,0,MIN,BAL,y,both,y,y,y,2017
BOS201705230,TEX,BOS,BOS07,20170523,0,7:11PM,night,,,TRUE,,203,34769,unknown,unknown,unknown,61,fromrf,7,ellib701,,,welkb901,marqa901,fairc901,rackd901,,,porcr001,casha001,,regular,6,11,BOS,TEX,y,both,y,y,y,2017
CHN201705230,SFN,CHN,CHI11,20170523,0,7:10PM,night,,,FALSE,,125,32905,unknown,unknown,unknown,58,unknown,2,roseb701,,,blasc901,nelsj901,diazl901,eddid901,,,lestj001,cuetj001,,regular,1,4,CHN,SFN,y,both,y,y,y,2017
CIN201705230,CLE,CIN,CIN09,20170523,0,7:10PM,night,,,FALSE,,196,26334,unknown,unknown,unknown,75,fromcf,4,rothr701,,,fagac901,kellj901,timmt901,littw901,,,milla002,stord001,allec002,regular,8,7,CLE,CIN,y,both,y,y,y,2017
HOU201705230,DET,HOU,HOU03,20170523,0,7:10PM,night,,,TRUE,,181,23179,dry,none,dome,73,unknown,0,porzg701,,,torrc901,hoyej901,demud901,guccc901,,,mccul002,zimmj003,,regular,2,6,HOU,DET,y,both,y,y,y,2017
LAN201705230,SLN,LAN,LOS03,20170523,0,7:10PM,night,,,FALSE,,245,41248,unknown,unknown,sunny,70,torf,6,whitj701,,,hobep901,drakr901,segac901,davig901,,,fielj002,broxj001,,regular,1,2,LAN,SLN,y,both,y,y,y,2017
MIL201705230,TOR,MIL,MIL06,20170523,0,6:41PM,night,,,FALSE,,182,30742,dry,none,dome,66,unknown,0,odrit701,,,fostm901,wintm901,whitc901,muchm901,,,barnd002,nelsj004,osunr001,regular,4,3,TOR,MIL,y,both,y,y,y,2017
NYA201705230,KCA,NYA,NYC21,20170523,0,7:11PM,night,,,TRUE,,167,35931,unknown,unknown,unknown,62,torf,2,karph701,,,belld901,laynj901,ortir901,estam901,,,duffd001,warra001,,regular,6,2,KCA,NYA,y,both,y,y,y,2017
NYN201705230,SDN,NYN,NYC20,20170523,0,7:10PM,night,,,FALSE,,176,24337,unknown,unknown,unknown,68,tolf,4,altmb701,,,drecb901,everm901,bakej902,blakr901,,,harvm001,chacj001,,regular,3,9,NYN,SDN,y,both,y,y,y,2017
OAK201705230,MIA,OAK,OAK01,20170523,0,7:07PM,night,,,TRUE,,226,12835,unknown,unknown,sunny,61,torf,14,santa701,,,gormb901,iassd901,dimum901,gibsh902,,,urenj001,hahnj001,,regular,11,9,MIA,OAK,y,both,y,y,y,2017
PHI201705230,COL,PHI,PHI13,20170523,0,7:06PM,night,,,FALSE,,164,17109,unknown,unknown,unknown,66,tolf,5,shutd701,,,conrc901,woodt901,kulpr901,mealj901,,,marqg001,efliz001,,regular,8,2,COL,PHI,y,both,y,y,y,2017
TBA201705230,ANA,TBA,STP01,20170523,0,7:10PM,night,,,TRUE,,176,9014,dry,none,dome,72,unknown,0,mathb701,,,westj901,wendh902,fleta901,porta901,,,shoem001,cobba001,,regular,4,0,ANA,TBA,y,both,y,y,y,2017
WAS201705230,SEA,WAS,WAS11,20170523,0,7:06PM,night,,,FALSE,,148,29650,wet,drizzle,unknown,66,fromrf,4,vincd701,,,danlk901,ticht901,hamaa901,millb901,,,rossj002,bergc001,,regular,1,10,WAS,SEA,y,both,y,y,y,2017
ARI201705240,CHA,ARI,PHO01,20170524,0,12:40PM,day,,,FALSE,,182,18002,dry,none,dome,75,unknown,0,rausg701,,,herna901,barkl901,tumpj901,barrt901,,,chafa001,quinj001,rodnf001,regular,6,8,ARI,CHA,y,both,y,y,y,2017
ATL201705240,PIT,ATL,ATL03,20170524,0,7:37PM,night,,,FALSE,,242,25981,unknown,unknown,cloudy,70,rtol,12,stamm701,,,carav901,hallt901,cuzzp901,lentn901,,,rivef001,collj001,,regular,12,5,PIT,ATL,y,both,y,y,y,2017
BAL201705240,MIN,BAL,BAL12,20170524,0,12:38PM,day,,,TRUE,,180,32267,unknown,unknown,overcast,65,rtol,4,hennj701,,,barrl901,sches901,reynj901,gibsg901,,,berrj001,tillc001,kintb001,regular,4,3,MIN,BAL,y,both,y,y,y,2017
BOS201705240,TEX,BOS,BOS07,20170524,0,7:10PM,night,,,TRUE,,179,36089,unknown,unknown,cloudy,58,fromrf,9,scogc701,,,marqa901,fairc901,rackd901,welkb901,,,salec001,dysos001,,regular,4,9,BOS,TEX,y,both,y,y,y,2017
CHN201705240,SFN,CHN,CHI11,20170524,0,7:05PM,night,,,FALSE,,185,35617,unknown,unknown,overcast,52,ltor,18,roseb701,,,nelsj901,diazl901,eddid901,blasc901,,,hendk001,moorm003,daviw001,regular,4,5,CHN,SFN,y,both,y,y,y,2017
CLE 201705240.00,CIN,CLE,CLE 8.00,20170524,0,6:10PM,night,,,TRUE,,187,19426,unknown,unknown,overcast,62,tolf,9,brosc701,,,kellj901,timmt901,littw901,fagac901,,,lorem002,allec002,igler001,regular,4,3,CIN,CLE,y,both,y,y,y,2017
HOU201705240,DET,HOU,HOU03,20170524,0,7:10PM,night,,,TRUE,,172,26481,unknown,unknown,sunny,82,fromlf,10,porzg701,,,hoyej901,demud901,guccc901,torrc901,,,grees005,devec001,,regular,6,3,DET,HOU,y,both,y,y,y,2017
LAN201705240,SLN,LAN,LOS03,20170524,0,7:11PM,night,,,FALSE,,164,40653,unknown,unknown,sunny,64,torf,7,dagod701,,,drakr901,segac901,davig901,hobep901,,,leakm001,hillr001,,regular,6,1,SLN,LAN,y,both,y,y,y,2017
MIL201705240,TOR,MIL,MIL06,20170524,0,12:12PM,day,,,FALSE,,171,26607,dry,none,dome,65,unknown,0,odrit701,,,wintm901,whitc901,muchm901,fostm901,,,strom001,garzm001,,regular,8,4,TOR,MIL,y,both,y,y,y,2017
NYA201705240,KCA,NYA,NYC21,20170524,0,7:10PM,night,,,TRUE,,160,34610,unknown,unknown,cloudy,66,ltor,11,karph701,,,laynj901,ortir901,estam901,belld901,,,sevel001,hammj002,betad001,regular,0,3,NYA,KCA,y,both,y,y,y,2017
NYN201705240,SDN,NYN,NYC20,20170524,0,7:10PM,night,,,FALSE,,208,23933,unknown,unknown,cloudy,66,fromrf,9,altmb701,,,everm901,bakej902,blakr901,drecb901,,,buchr001,smokj001,handb001,regular,6,5,SDN,NYN,y,both,y,y,y,2017
OAK201705240,MIA,OAK,OAK01,20170524,0,12:37PM,day,,,TRUE,,158,19738,unknown,unknown,unknown,64,torf,10,feldd701,,,iassd901,dimum901,gibsh902,gormb901,,,grays001,volqe001,garcj002,regular,1,4,OAK,MIA,y,both,y,y,y,2017
PHI201705240,COL,PHI,PHI13,20170524,0,7:07PM,night,,,FALSE,,189,19160,unknown,unknown,cloudy,66,tolf,8,dunnj701,,,woodt901,kulpr901,mealj901,conrc901,,,chatt001,hellj001,,regular,7,2,COL,PHI,y,both,y,y,y,2017
TBA201705240,ANA,TBA,STP01,20170524,0,7:11PM,night,,,TRUE,,172,9975,dry,none,dome,72,unknown,0,mathb701,,,wendh902,fleta901,porta901,westj901,,,ramie004,nolar001,coloa001,regular,2,5,TBA,ANA,y,both,y,y,y,2017
WAS201705240,SEA,WAS,WAS11,20170524,0,7:05PM,night,,,FALSE,,148,29223,unknown,unknown,overcast,64,rtol,3,mathd701,,,ticht901,hamaa901,millb901,danlk901,,,roart001,gavis001,,regular,1,5,WAS,SEA,y,both,y,y,y,2017
ATL201705250,PIT,ATL,ATL03,20170525,0,12:10PM,day,,,FALSE,,161,33713,unknown,unknown,cloudy,64,fromrf,14,stamm701,,,hallt901,cuzzp901,lentn901,carav901,,,novai001,colob001,,regular,9,4,PIT,ATL,y,both,y,y,y,2017
BOS201705250,TEX,BOS,BOS07,20170525,0,7:38PM,night,,,TRUE,,203,33484,wet,rain,unknown,52,fromcf,16,scogc701,,,fairc901,rackd901,welkb901,marqa901,,,pomed001,martn002,,regular,2,6,BOS,TEX,y,both,y,y,y,2017
CHN201705250,SFN,CHN,CHI11,20170525,0,1:20PM,day,,,FALSE,,153,37513,unknown,unknown,unknown,63,fromlf,16,frisd701,,,diazl901,eddid901,blasc901,nelsj901,,,butle001,samaj001,montm002,regular,1,5,CHN,SFN,y,both,y,y,y,2017
HOU201705250,DET,HOU,HOU03,20170525,0,7:11PM,night,,,TRUE,,210,25046,unknown,unknown,sunny,84,tolf,14,porzg701,,,demud901,guccc901,torrc901,hoyej901,,,gregl001,wilsa001,gilek001,regular,6,7,HOU,DET,y,both,y,y,y,2017
LAN201705250,SLN,LAN,LOS03,20170525,0,7:10PM,night,,,FALSE,,183,47427,unknown,unknown,cloudy,63,torf,4,dagod701,,,segac901,davig901,hobep901,drakr901,,,maedk001,wachm001,ryu-h001,regular,3,7,LAN,SLN,y,both,y,y,y,2017
MIL201705250,ARI,MIL,MIL06,20170525,0,7:12PM,night,,,FALSE,,165,30081,dry,none,dome,67,unknown,0,franw701,,,sches901,reynj901,gibsg901,barrl901,,,ray-r002,daviz001,,regular,4,0,ARI,MIL,y,both,y,y,y,2017
NYN201705250,SDN,NYN,NYC20,20170525,0,7:11PM,night,,,FALSE,,196,24131,wet,drizzle,unknown,57,rtol,12,altmb701,,,bakej902,blakr901,drecb901,everm901,,,lamed001,montr004,handb001,regular,4,3,SDN,NYN,y,both,y,y,y,2017
PHI201705250,COL,PHI,PHI13,20170525,0,1:07PM,day,,,FALSE,,219,18143,wet,drizzle,unknown,60,rtol,9,dunnj701,,,kulpr901,mealj901,conrc901,woodt901,,,gomej002,obers001,,regular,1,2,PHI,COL,y,both,y,y,y,2017
TBA201705250,ANA,TBA,STP01,20170525,0,1:11PM,day,,,TRUE,,184,9459,dry,none,dome,72,unknown,0,mathb701,,,fleta901,porta901,westj901,wendh902,,,andrm001,wrigd003,,regular,0,4,TBA,ANA,y,both,y,y,y,2017
WAS201705250,SEA,WAS,WAS11,20170525,0,12:06PM,day,,,FALSE,,198,18881,unknown,unknown,cloudy,67,torf,8,mathd701,,,hamaa901,millb901,danlk901,ticht901,,,miraa002,turnj002,diaze006,regular,4,2,SEA,WAS,y,both,y,y,y,2017
BOS201705260,SEA,BOS,BOS07,20170526,0,7:10PM,night,,,TRUE,,191,35080,unknown,unknown,unknown,59,torf,10,scogc701,,,blakr901,drecb901,everm901,bakej902,,,rodre004,gally001,kimbc001,regular,0,3,BOS,SEA,y,both,y,y,y,2017
CHA201705260,DET,CHA,CHI12,20170526,0,8:35PM,night,,,TRUE,,222,17842,wet,drizzle,unknown,57,unknown,10,frisd701,,,cuzzp901,lentn901,carav901,hallt901,,,pelfm001,boydm001,,regular,2,8,CHA,DET,y,both,y,y,y,2017
CLE 201705260.00,KCA,CLE,CLE 8.00,20170526,0,7:11PM,night,,,TRUE,,177,29603,unknown,unknown,cloudy,63,ltor,8,maveb701,,,rackd901,welkb901,marqa901,fairc901,,,minom001,shawb001,herrk001,regular,6,4,KCA,CLE,y,both,y,y,y,2017
COL201705260,SLN,COL,DEN02,20170526,0,6:42PM,night,,,FALSE,,145,40312,unknown,unknown,sunny,70,rtol,8,einsd701,,,barkl901,tumpj901,barrt901,herna901,,,senza001,martc006,,regular,0,10,COL,SLN,y,both,y,y,y,2017
HOU201705260,BAL,HOU,HOU03,20170526,0,7:11PM,night,,,TRUE,,151,31380,dry,none,dome,73,unknown,0,porzg701,,,whitc901,muchm901,fostm901,wintm901,,,musgj001,gausk001,gilek001,regular,0,2,HOU,BAL,y,both,y,y,y,2017
LAN201705260,CHN,LAN,LOS03,20170526,0,7:10PM,night,,,FALSE,,169,45017,unknown,unknown,unknown,66,ltor,7,munse701,,,dimum901,gibsh902,iassd901,gormb901,,,wooda002,arrij001,,regular,0,4,LAN,CHN,y,both,y,y,y,2017
MIA201705260,ANA,MIA,MIA02,20170526,0,7:11PM,night,,,FALSE,,193,18346,dry,none,dome,78,unknown,0,jernr701,,,mealj901,conrc901,woodt901,kulpr901,,,strad003,chavj001,ramoa001,regular,5,8,MIA,ANA,y,both,y,y,y,2017
MIL201705260,ARI,MIL,MIL06,20170526,0,7:10PM,night,,,FALSE,,204,25391,dry,none,dome,67,unknown,0,odrit701,,,reynj901,gibsg901,barrl901,sches901,,,mcfat001,peraw001,rodnf001,regular,4,2,ARI,MIL,y,both,y,y,y,2017
MIN201705260,TBA,MIN,MIN04,20170526,0,7:10PM,night,,,TRUE,,184,20949,unknown,unknown,cloudy,77,tocf,12,wongg701,,,guccc901,torrc901,hoyej901,demud901,,,archc001,santh001,coloa001,regular,5,2,TBA,MIN,y,both,y,y,y,2017
NYA201705260,OAK,NYA,NYC21,20170526,0,7:09PM,night,,,TRUE,,189,39044,unknown,unknown,cloudy,74,torf,13,sprej701,,,timmt901,littw901,kellj901,fagac901,,,manas001,tanam001,,regular,4,1,OAK,NYA,y,both,y,y,y,2017
PHI201705260,CIN,PHI,PHI13,20170526,0,7:08PM,night,,,FALSE,,154,21388,unknown,unknown,unknown,73,ltor,14,macom701,,,millb901,danlk901,ticht901,hamaa901,,,adlet001,nolaa001,igler001,regular,5,2,CIN,PHI,y,both,y,y,y,2017
PIT201705260,NYN,PIT,PIT08,20170526,0,7:05PM,night,,,FALSE,,177,29408,unknown,unknown,overcast,69,unknown,10,webbb701,,,eddid901,blasc901,nelsj901,diazl901,,,degrj001,kuhlc001,,regular,8,1,NYN,PIT,y,both,y,y,y,2017
SFN201705260,ATL,SFN,SFO03,20170526,0,7:15PM,night,,,FALSE,,160,41326,unknown,unknown,cloudy,58,tocf,13,thomc701,,,davig901,hobep901,drakr901,segac901,,,garcj004,cainm001,johnj010,regular,2,0,ATL,SFN,y,both,y,y,y,2017
TOR201705260,TEX,TOR,TOR02,20170526,0,7:08PM,night,,,TRUE,,210,40754,dry,none,dome,68,unknown,0,lajor701,,,porta901,westj901,wendh902,fleta901,,,loupa001,grifa002,osunr001,regular,6,7,TOR,TEX,y,both,y,y,y,2017
WAS201705260,SDN,WAS,WAS11,20170526,0,7:06PM,night,,,FALSE,,145,28606,unknown,unknown,cloudy,74,ltor,13,mathd701,,,ortir901,estam901,belld901,laynj901,,,schem001,perdl002,glovk001,regular,1,5,WAS,SDN,y,both,y,y,y,2017
BOS201705270,SEA,BOS,BOS07,20170527,0,4:05PM,day,,,TRUE,,143,36985,unknown,unknown,cloudy,59,fromrf,14,scogc701,,,drecb901,everm901,bakej902,blakr901,,,johnb004,whalr001,,regular,0,6,BOS,SEA,y,both,y,y,y,2017
CHA201705271,DET,CHA,CHI12,20170527,1,1:10PM,day,,,TRUE,,174,0,unknown,unknown,sunny,69,tocf,7,roseb701,,,lentn901,libkj901,hallt901,cuzzp901,,,danit001,fulmm001,robed002,regular,0,3,CHA,DET,y,both,y,y,y,2017
CHA201705272,DET,CHA,CHI12,20170527,2,4:49PM,day,,,TRUE,,194,26327,unknown,unknown,sunny,71,unknown,4,roseb701,,,carav901,hallt901,cuzzp901,libkj901,,,farmb001,holld003,,regular,4,3,DET,CHA,y,both,y,y,y,2017
CLE 201705270.00,KCA,CLE,CLE 8.00,20170527,0,4:11PM,day,,,TRUE,,186,30920,unknown,unknown,sunny,66,fromrf,9,maveb701,,,welkb901,marqa901,fairc901,rackd901,,,vargj001,salad001,herrk001,regular,5,2,KCA,CLE,y,both,y,y,y,2017
COL201705270,SLN,COL,DEN02,20170527,0,7:11PM,night,,,FALSE,,195,48106,unknown,unknown,cloudy,54,fromlf,5,einsd701,,,tumpj901,barrt901,herna901,barkl901,,,waina001,freek001,oh--s001,regular,3,0,SLN,COL,y,both,y,y,y,2017
HOU201705270,BAL,HOU,HOU03,20170527,0,6:16PM,night,,,TRUE,,176,32761,dry,none,dome,73,unknown,0,porzg701,,,muchm901,fostm901,wintm901,whitc901,,,keucd001,milew001,harrw002,regular,2,5,HOU,BAL,y,both,y,y,y,2017
LAN201705270,CHN,LAN,LOS03,20170527,0,4:16PM,day,,,FALSE,,161,48322,unknown,unknown,sunny,70,tocf,8,munse701,,,gibsh902,iassd901,gormb901,dimum901,,,mccab001,lackj001,strir001,regular,0,5,LAN,CHN,y,both,y,y,y,2017
MIA201705270,ANA,MIA,MIA02,20170527,0,4:10PM,day,,,FALSE,,183,19366,dry,none,dome,79,unknown,0,jernr701,,,conrc901,woodt901,kulpr901,mealj901,,,ramij002,worlv001,,regular,5,2,ANA,MIA,y,both,y,y,y,2017
MIL201705270,ARI,MIL,MIL06,20170527,0,3:10PM,day,,,FALSE,,172,29746,unknown,unknown,cloudy,69,fromcf,9,odrit701,,,gibsg901,barrl901,sches901,reynj901,,,andec001,greiz001,,regular,1,6,MIL,ARI,y,both,y,y,y,2017
MIN201705270,TBA,MIN,MIN04,20170527,0,1:11PM,day,,,TRUE,,215,27531,unknown,unknown,unknown,69,tocf,7,trayk701,,,torrc901,hoyej901,demud901,guccc901,,,roget001,farqd001,kintb001,regular,3,5,MIN,TBA,y,both,y,y,y,2017
NYA201705270,OAK,NYA,NYC21,20170527,0,1:09PM,day,,,TRUE,,194,40218,unknown,unknown,unknown,72,ltor,5,sprej701,,,littw901,kellj901,fagac901,timmt901,,,sabac001,cottj001,betad001,regular,2,3,NYA,OAK,y,both,y,y,y,2017
PHI201705270,CIN,PHI,PHI13,20170527,0,4:09PM,day,,,FALSE,,167,30100,unknown,unknown,unknown,73,tocf,8,shutd701,,,danlk901,ticht901,hamaa901,millb901,,,nerih001,lorem002,,regular,3,4,PHI,CIN,y,both,y,y,y,2017
PIT201705270,NYN,PIT,PIT08,20170527,0,7:17PM,night,,,FALSE,,213,31658,unknown,unknown,unknown,71,tolf,4,patte701,,,blasc901,nelsj901,diazl901,eddid901,,,watst001,pillt001,,regular,4,5,PIT,NYN,y,both,y,y,y,2017
SFN201705270,ATL,SFN,SFO03,20170527,0,7:05PM,night,,,FALSE,,151,41355,unknown,unknown,sunny,59,fromcf,13,thomc701,,,hobep901,drakr901,segac901,davig901,,,blact002,foltm001,melam001,regular,3,6,SFN,ATL,y,both,y,y,y,2017
TOR201705270,TEX,TOR,TOR02,20170527,0,1:09PM,day,,,TRUE,,196,46825,dry,none,dome,68,unknown,0,lajor701,,,westj901,wendh902,fleta901,porta901,,,estrm001,darvy001,osunr001,regular,1,3,TOR,TEX,y,both,y,y,y,2017
WAS201705270,SDN,WAS,WAS11,20170527,0,4:06PM,day,,,FALSE,,169,37357,unknown,unknown,overcast,72,fromrf,6,vincd701,,,estam901,belld901,laynj901,ortir901,,,stras001,richc002,glovk001,regular,0,3,WAS,SDN,y,both,y,y,y,2017
BOS201705280,SEA,BOS,BOS07,20170528,0,1:36PM,day,,,TRUE,,194,37174,unknown,unknown,cloudy,62,fromrf,15,shalm701,,,everm901,bakej902,blakr901,drecb901,,,bergc001,porcr001,,regular,5,0,SEA,BOS,y,both,y,y,y,2017
CHA201705280,DET,CHA,CHI12,20170528,0,1:10PM,day,,,TRUE,,164,27578,unknown,unknown,cloudy,67,rtol,5,roseb701,,,hallt901,cuzzp901,lentn901,carav901,,,gonzm003,zimmj003,robed002,regular,3,7,CHA,DET,y,both,y,y,y,2017
CLE 201705280.00,KCA,CLE,CLE 8.00,20170528,0,1:11PM,day,,,TRUE,,168,23136,unknown,unknown,unknown,72,fromcf,7,maveb701,,,marqa901,fairc901,rackd901,welkb901,,,tomlj001,duffd001,,regular,1,10,CLE,KCA,y,both,y,y,y,2017
COL201705280,SLN,COL,DEN02,20170528,0,1:11PM,day,,,FALSE,,172,48372,unknown,unknown,sunny,66,tolf,3,einsd701,,,barrt901,herna901,barkl901,tumpj901,,,marqg001,lynnl001,,regular,4,8,COL,SLN,y,both,y,y,y,2017
HOU201705280,BAL,HOU,HOU03,20170528,0,1:11PM,day,,,TRUE,,178,34720,dry,none,dome,73,unknown,0,porzg701,,,fostm901,wintm901,whitc901,muchm901,,,mccul002,ashea001,,regular,4,8,HOU,BAL,y,both,y,y,y,2017
LAN201705280,CHN,LAN,LOS03,20170528,0,1:10PM,day,,,FALSE,,208,47732,unknown,unknown,sunny,76,ltor,4,munse701,,,iassd901,gormb901,dimum901,gibsh902,,,fielj002,lestj001,,regular,4,9,LAN,CHN,y,both,y,y,y,2017
MIA201705280,ANA,MIA,MIA02,20170528,0,1:13PM,day,,,FALSE,,208,20444,dry,none,dome,79,unknown,0,jernr701,,,woodt901,kulpr901,mealj901,conrc901,,,urenj001,shoem001,,regular,2,9,MIA,ANA,y,both,y,y,y,2017
MIL201705280,ARI,MIL,MIL06,20170528,0,1:11PM,day,,,FALSE,,188,41698,unknown,unknown,unknown,68,ltor,5,odrit701,,,barrl901,sches901,reynj901,gibsg901,,,nelsj004,corbp001,barnj002,regular,5,9,MIL,ARI,y,both,y,y,y,2017
MIN201705280,TBA,MIN,MIN04,20170528,0,1:12PM,day,,,TRUE,,386,28951,unknown,unknown,cloudy,68,tocf,17,trayk701,,,hoyej901,demud901,guccc901,torrc901,,,coloa001,santh001,ramie004,regular,8,6,TBA,MIN,y,both,y,y,y,2017
NYA201705280,OAK,NYA,NYC21,20170528,0,1:11PM,day,,,TRUE,,189,45232,unknown,unknown,cloudy,70,fromrf,11,sprej701,,,kellj901,fagac901,timmt901,littw901,,,pinem001,triga001,warra001,regular,5,9,NYA,OAK,y,both,y,y,y,2017
PHI201705280,CIN,PHI,PHI13,20170528,0,1:38PM,day,,,FALSE,,170,25413,unknown,unknown,unknown,74,tolf,11,dunnj701,,,ticht901,hamaa901,millb901,danlk901,,,felds001,efliz001,,regular,8,4,CIN,PHI,y,both,y,y,y,2017
PIT201705280,NYN,PIT,PIT08,20170528,0,8:08PM,night,,,FALSE,,193,21828,unknown,unknown,unknown,77,rtol,9,krizt701,,,nelsj901,diazl901,eddid901,blasc901,,,harvm001,glast001,,regular,7,2,NYN,PIT,y,both,y,y,y,2017
