gid,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,htbf,timeofgame,attendance,fieldcond,precip,sky,temp,winddir,windspeed,oscorer,forfeit,suspend,umphome,ump1b,ump2b,ump3b,umplf,umprf,wp,lp,save,gametype,vruns,hruns,wteam,lteam,line,batteries,lineups,box,pbp,season
CHN201504050,SLN,CHN,CHI11,20150405,0,7:17PM,night,,,FALSE,,184,35055,unknown,unknown,sunny,44,fromcf,7,roseb701,,,wintm901,wegnm901,fostm901,muchm901,,,waina001,lestj001,roset001,regular,3,0,SLN,CHN,y,both,y,y,y,2015
ARI201504060,SFN,ARI,PHO01,20150406,0,7:13PM,night,,,FALSE,,198,49043,unknown,unknown,sunny,81,ltor,7,rausg701,,,cedeg901,coope901,drakr901,wolcq901,,,bumgm001,collj001,garcj002,regular,5,4,SFN,ARI,y,both,y,y,y,2015
CIN201504060,PIT,CIN,CIN09,20150406,0,4:10PM,day,,,FALSE,,150,43633,unknown,unknown,overcast,68,tocf,15,rothr701,,,hirsj901,holbs901,welkb901,hoyej901,,,diazj005,watst001,chapa001,regular,2,5,CIN,PIT,y,both,y,y,y,2015
DET201504060,MIN,DET,DET05,20150406,0,1:08PM,day,,,TRUE,,150,45030,unknown,unknown,cloudy,52,rtol,5,klonc701,,,westj901,danlk901,barkl901,reybd901,,,pricd001,hughp001,nathj001,regular,0,4,DET,MIN,y,both,y,y,y,2015
HOU201504060,CLE,HOU,HOU03,20150406,0,6:10PM,night,,,TRUE,,150,43753,unknown,unknown,cloudy,79,rtol,14,blour701,,,barrt901,herna901,barrs901,conrc901,,,keucd001,klubc001,gregl001,regular,0,2,HOU,CLE,y,both,y,y,y,2015
KCA201504060,CHA,KCA,KAN06,20150406,0,3:14PM,day,,,TRUE,,170,40085,wet,drizzle,unknown,59,rtol,6,boycd701,,,laynj901,wendh902,davib902,rackd901,,,venty001,samaj001,,regular,1,10,KCA,CHA,y,both,y,y,y,2015
LAN201504060,SDN,LAN,LOS03,20150406,0,1:12PM,day,,,FALSE,,184,53518,unknown,unknown,cloudy,65,unknown,1,munse701,,,gormb901,carlm901,dimum901,gibsh902,,,peraj002,kells001,hatcc002,regular,3,6,LAN,SDN,y,both,y,y,y,2015
MIA201504060,ATL,MIA,MIA02,20150406,0,4:22PM,day,,,FALSE,,156,36969,unknown,unknown,cloudy,80,fromcf,16,jernr701,,,nelsj901,diazl901,guccc901,blasc901,,,tehej001,alvah001,grilj001,regular,2,1,ATL,MIA,y,both,y,y,y,2015
MIL201504060,COL,MIL,MIL06,20150406,0,1:20PM,day,,,FALSE,,180,46032,dry,none,dome,70,unknown,0,odrit701,,,scotd901,iassd901,buckc901,barrl901,,,kendk001,lohsk001,,regular,10,0,COL,MIL,y,both,y,y,y,2015
NYA201504060,TOR,NYA,NYC21,20150406,0,1:13PM,day,,,TRUE,,179,48469,unknown,unknown,cloudy,54,rtol,5,sprej701,,,culbf901,reynj901,mealj901,schrp901,,,hutcd001,tanam001,,regular,6,1,TOR,NYA,y,both,y,y,y,2015
OAK201504060,TEX,OAK,OAK01,20150406,0,7:09PM,night,,,TRUE,,165,36067,unknown,unknown,unknown,56,torf,17,dybdc701,,,millb901,eddid901,wolfj901,hamaa901,,,grays001,gally001,,regular,0,8,OAK,TEX,y,both,y,y,y,2015
PHI201504060,BOS,PHI,PHI13,20150406,0,3:08PM,day,,,FALSE,,181,45549,unknown,unknown,cloudy,71,torf,11,macom701,,,davig901,cuzzp901,randt901,littw901,,,buchc001,hamec001,,regular,8,0,BOS,PHI,y,both,y,y,y,2015
SEA201504060,ANA,SEA,SEA03,20150406,0,1:12PM,day,,,TRUE,,153,45909,unknown,unknown,unknown,54,unknown,1,radoe701,,,vanol901,kulpr901,knigb901,carav901,,,hernf002,weavj003,rodnf001,regular,1,4,SEA,ANA,y,both,y,y,y,2015
TBA201504060,BAL,TBA,STP01,20150406,0,3:12PM,day,,,TRUE,,181,31042,dry,none,dome,72,unknown,0,mathb701,,,demud901,hicke901,nauep901,estam901,,,tillc001,archc001,,regular,6,2,BAL,TBA,y,both,y,y,y,2015
WAS201504060,NYN,WAS,WAS11,20150406,0,4:09PM,day,,,FALSE,,155,42295,unknown,unknown,sunny,76,tocf,14,mathd701,,,welkt901,timmt901,segac901,ticht901,,,colob001,schem001,carlb001,regular,3,1,NYN,WAS,y,both,y,y,y,2015
ARI201504070,SFN,ARI,PHO01,20150407,0,6:40PM,night,,,FALSE,,190,22626,unknown,unknown,cloudy,79,torf,13,rausg701,,,coope901,drakr901,wolcq901,cedeg901,,,delar003,voger001,reeda001,regular,6,7,ARI,SFN,y,both,y,y,y,2015
LAN201504070,SDN,LAN,LOS03,20150407,0,7:40PM,night,,,FALSE,,211,40356,wet,rain,unknown,57,unknown,1,munse701,,,carlm901,dimum901,gibsh902,gormb901,,,benoj001,hatcc002,,regular,7,3,SDN,LAN,y,both,y,y,y,2015
MIA201504070,ATL,MIA,MIA02,20150407,0,7:11PM,night,,,FALSE,,194,17483,dry,none,dome,75,unknown,0,jernr701,,,diazl901,guccc901,blasc901,nelsj901,,,wooda002,latom001,,regular,12,2,ATL,MIA,y,both,y,y,y,2015
MIL201504070,COL,MIL,MIL06,20150407,0,7:10PM,night,,,FALSE,,168,30222,dry,none,dome,64,unknown,0,odrit701,,,iassd901,buckc901,barrl901,scotd901,,,lylej001,garzm001,hawkl001,regular,5,2,COL,MIL,y,both,y,y,y,2015
OAK201504070,TEX,OAK,OAK01,20150407,0,7:08PM,night,,,TRUE,,150,15025,unknown,unknown,cloudy,54,torf,16,dybdc701,,,eddid901,wolfj901,hamaa901,millb901,,,lewic001,hahnj001,felin001,regular,3,1,TEX,OAK,y,both,y,y,y,2015
SEA201504070,ANA,SEA,SEA03,20150407,0,7:10PM,night,,,TRUE,,133,26545,unknown,unknown,cloudy,56,torf,3,padud701,,,kulpr901,knigb901,carav901,vanol901,,,wilsc004,paxtj001,streh001,regular,2,0,ANA,SEA,y,both,y,y,y,2015
TBA201504070,BAL,TBA,STP01,20150407,0,7:10PM,night,,,TRUE,,202,13906,dry,none,dome,72,unknown,0,mathb701,,,hicke901,nauep901,estam901,demud901,,,gausk001,karnn001,britz001,regular,6,5,BAL,TBA,y,both,y,y,y,2015
ARI201504080,SFN,ARI,PHO01,20150408,0,6:40PM,night,,,FALSE,,188,21642,unknown,unknown,sunny,74,torf,7,rausg701,,,drakr901,wolcq901,cedeg901,coope901,,,hestc001,hellj001,garcj002,regular,5,2,SFN,ARI,y,both,y,y,y,2015
CHN201504080,SLN,CHN,CHI11,20150408,0,1:22PM,day,,,FALSE,,143,26814,unknown,unknown,unknown,46,fromcf,6,frisd701,,,wegnm901,fostm901,muchm901,wintm901,,,arrij001,lynnl001,rondh001,regular,0,2,CHN,SLN,y,both,y,y,y,2015
CIN201504080,PIT,CIN,CIN09,20150408,0,9:44PM,night,,,FALSE,,241,30859,unknown,unknown,unknown,64,ltor,2,camem701,,,holbs901,welkb901,hoyej901,hirsj901,,,hoovj002,liz-r001,,regular,4,5,CIN,PIT,y,both,y,y,y,2015
DET201504080,MIN,DET,DET05,20150408,0,1:08PM,day,,,TRUE,,186,28280,unknown,unknown,unknown,39,fromlf,7,klonc701,,,danlk901,barkl901,reybd901,westj901,,,sanca004,nolar001,,regular,0,11,DET,MIN,y,both,y,y,y,2015
HOU201504080,CLE,HOU,HOU03,20150408,0,7:10PM,night,,,TRUE,,160,23078,unknown,unknown,unknown,79,tolf,11,wilkt701,,,herna901,barrs901,conrc901,barrt901,,,carrc003,felds001,allec002,regular,2,0,CLE,HOU,y,both,y,y,y,2015
KCA201504080,CHA,KCA,KAN06,20150408,0,7:10PM,night,,,TRUE,,191,23385,unknown,unknown,unknown,74,rtol,14,boycd701,,,wendh902,davib902,rackd901,laynj901,,,daviw001,putnz001,hollg001,regular,5,7,KCA,CHA,y,both,y,y,y,2015
LAN201504080,SDN,LAN,LOS03,20150408,0,7:09PM,night,,,FALSE,,196,52204,unknown,unknown,sunny,65,ltor,10,whitj701,,,dimum901,gibsh902,gormb901,carlm901,,,mccab001,casha001,peraj002,regular,4,7,LAN,SDN,y,both,y,y,y,2015
MIA201504080,ATL,MIA,MIA02,20150408,0,7:11PM,night,,,FALSE,,165,16127,dry,none,dome,73,unknown,0,jernr701,,,guccc901,blasc901,nelsj901,diazl901,,,cunnb001,koeht001,grilj001,regular,2,0,ATL,MIA,y,both,y,y,y,2015
MIL201504080,COL,MIL,MIL06,20150408,0,7:10PM,night,,,FALSE,,195,28720,dry,none,dome,64,unknown,0,odrit701,,,buckc901,barrl901,scotd901,iassd901,,,hawkl001,rodrf003,axfoj001,regular,5,4,COL,MIL,y,both,y,y,y,2015
NYA201504080,TOR,NYA,NYC21,20150408,0,7:10PM,night,,,TRUE,,176,31020,unknown,unknown,unknown,44,ltor,17,sprej701,,,reynj901,mealj901,schrp901,culbf901,,,betad001,loupa001,milla002,regular,3,4,NYA,TOR,y,both,y,y,y,2015
OAK201504080,TEX,OAK,OAK01,20150408,0,7:07PM,night,,,TRUE,,175,19479,unknown,unknown,cloudy,58,torf,10,younj701,,,wolfj901,hamaa901,millb901,eddid901,,,kazms001,detwr001,,regular,0,10,OAK,TEX,y,both,y,y,y,2015
PHI201504080,BOS,PHI,PHI13,20150408,0,7:08PM,night,,,FALSE,,174,26465,unknown,unknown,unknown,40,rtol,11,shutd701,,,cuzzp901,randt901,littw901,davig901,,,haraa001,porcr001,papej001,regular,2,4,PHI,BOS,y,both,y,y,y,2015
SEA201504080,ANA,SEA,SEA03,20150408,0,7:10PM,night,,,TRUE,,168,25495,unknown,unknown,cloudy,60,fromlf,1,peted701,,,knigb901,carav901,vanol901,kulpr901,,,shoem001,iwakh001,streh001,regular,5,3,ANA,SEA,y,both,y,y,y,2015
TBA201504080,BAL,TBA,STP01,20150408,0,7:10PM,night,,,TRUE,,180,13569,dry,none,dome,72,unknown,0,mathb701,,,nauep901,estam901,demud901,basnt901,,,odorj001,gonzm003,boxbb001,regular,0,2,TBA,BAL,y,both,y,y,y,2015
WAS201504080,NYN,WAS,WAS11,20150408,0,8:01PM,night,,,FALSE,,141,25999,unknown,unknown,unknown,46,tocf,6,mathd701,,,everm901,timmt901,ticht901,welkt901,,,zimmj003,degrj001,stord001,regular,1,2,WAS,NYN,y,both,y,y,y,2015
CIN201504090,PIT,CIN,CIN09,20150409,0,12:36PM,day,,,FALSE,,152,15616,unknown,unknown,unknown,73,rtol,13,rothr701,,,welkb901,hoyej901,hirsj901,holbs901,,,chapa001,scahr001,,regular,2,3,CIN,PIT,y,both,y,y,y,2015
DET201504090,MIN,DET,DET05,20150409,0,4:44PM,day,,,TRUE,,163,26782,wet,drizzle,unknown,59,rtol,13,klonc701,,,barkl901,reybd901,westj901,danlk901,,,grees005,gibsk002,,regular,1,7,DET,MIN,y,both,y,y,y,2015
HOU201504090,CLE,HOU,HOU03,20150409,0,1:11PM,day,,,TRUE,,188,22593,dry,none,dome,73,unknown,0,blour701,,,barrs901,conrc901,barrt901,herna901,,,bauet001,wojca001,,regular,5,1,CLE,HOU,y,both,y,y,y,2015
KCA201504090,CHA,KCA,KAN06,20150409,0,1:11PM,day,,,TRUE,,157,20236,unknown,unknown,cloudy,72,ltor,18,boycd701,,,davib902,rackd901,laynj901,wendh902,,,volqe001,dankj001,hollg001,regular,1,4,KCA,CHA,y,both,y,y,y,2015
NYA201504090,TOR,NYA,NYC21,20150409,0,7:08PM,night,,,TRUE,,172,32152,unknown,unknown,overcast,42,ltor,7,sprej701,,,mealj901,schrp901,culbf901,reynj901,,,norrd002,sabac001,castm002,regular,6,3,TOR,NYA,y,both,y,y,y,2015
OAK201504090,TEX,OAK,OAK01,20150409,0,12:37PM,day,,,TRUE,,152,16045,unknown,unknown,cloudy,58,torf,7,younj701,,,hamaa901,millb901,eddid901,wolfj901,,,martn002,gravk001,,regular,10,1,TEX,OAK,y,both,y,y,y,2015
PHI201504090,BOS,PHI,PHI13,20150409,0,7:06PM,night,,,FALSE,,188,23418,unknown,unknown,overcast,42,rtol,10,dunnj701,,,randt901,littw901,davig901,cuzzp901,,,mastj001,buchd001,,regular,6,2,BOS,PHI,y,both,y,y,y,2015
SDN201504090,SFN,SDN,SAN02,20150409,0,3:41PM,day,,,FALSE,,245,45159,unknown,unknown,sunny,67,ltor,12,zaveb701,,,gibsh902,gormb901,carlm901,dimum901,,,kontg001,vincn001,garcj002,regular,1,0,SFN,SDN,y,both,y,y,y,2015
WAS201504090,NYN,WAS,WAS11,20150409,0,1:07PM,day,,,FALSE,,174,25327,unknown,unknown,unknown,47,torf,8,mathd701,,,timmt901,ticht901,welkt901,everm901,,,harvm001,stras001,,regular,6,3,NYN,WAS,y,both,y,y,y,2015
ANA201504100,KCA,ANA,ANA01,20150410,0,7:12PM,night,,,TRUE,,196,44489,unknown,unknown,cloudy,67,tocf,7,munse701,,,millb901,eddid901,wolfj901,hamaa901,,,vargj001,santh001,daviw001,regular,4,2,KCA,ANA,y,both,y,y,y,2015
ARI201504100,LAN,ARI,PHO01,20150410,0,6:40PM,night,,,FALSE,,181,27404,unknown,unknown,sunny,82,fromcf,6,johnr701,,,conrc901,barrt901,herna901,barrs901,,,pereo002,howej003,,regular,3,4,ARI,LAN,y,both,y,y,y,2015
ATL201504100,NYN,ATL,ATL02,20150410,0,8:51PM,night,,,FALSE,,181,46279,unknown,unknown,unknown,65,ltor,6,wilkj701,,,schrp901,culbf901,hudsm901,reynj901,,,johnj010,montr004,grilj001,regular,3,5,ATL,NYN,y,both,y,y,y,2015
BAL201504100,TOR,BAL,BAL12,20150410,0,3:11PM,day,,,TRUE,,165,45936,wet,rain,unknown,51,rtol,2,hennj701,,,ticht901,welkt901,everm901,timmt901,,,buehm001,norrb001,,regular,12,5,TOR,BAL,y,both,y,y,y,2015
CHA201504100,MIN,CHA,CHI12,20150410,0,3:10PM,day,,,TRUE,,181,38533,unknown,unknown,sunny,66,rtol,21,roseb701,,,hoyej901,hirsj901,holbs901,welkb901,,,milot001,noesh001,duenb001,regular,6,0,MIN,CHA,y,both,y,y,y,2015
CIN201504100,SLN,CIN,CIN09,20150410,0,7:12PM,night,,,FALSE,,146,30808,unknown,unknown,sunny,64,rtol,11,camem701,,,reybd901,westj901,danlk901,barkl901,,,hoovj002,waldj001,chapa001,regular,4,5,CIN,SLN,y,both,y,y,y,2015
CLE 201504100.00,DET,CLE,CLE 8.00,20150410,0,4:10PM,day,,,TRUE,,215,35789,unknown,unknown,sunny,53,ltor,17,maveb701,,,barrl901,scotd901,iassd901,buckc901,,,simoa001,mcalz001,sorij001,regular,8,4,DET,CLE,y,both,y,y,y,2015
COL201504100,CHN,COL,DEN02,20150410,0,2:10PM,day,,,FALSE,,181,49303,unknown,unknown,cloudy,61,rtol,7,platd701,,,wolcq901,cedeg901,coope901,drakr901,,,bergc001,woodt004,,regular,1,5,COL,CHN,y,both,y,y,y,2015
MIA201504100,TBA,MIA,MIA02,20150410,0,7:10PM,night,,,FALSE,,216,17375,dry,none,dome,75,unknown,0,jernr701,,,littw901,davig901,cuzzp901,randt901,,,morrb002,boxbb001,,regular,9,10,MIA,TBA,y,both,y,y,y,2015
MIL201504100,PIT,MIL,MIL06,20150410,0,7:11PM,night,,,FALSE,,193,27373,dry,none,dome,66,unknown,0,odrit701,,,estam901,demud901,basnt901,nauep901,,,lockj001,fierm001,,regular,6,2,PIT,MIL,y,both,y,y,y,2015
NYA201504100,BOS,NYA,NYC21,20150410,0,7:08PM,night,,,TRUE,,409,41292,unknown,unknown,unknown,55,rtol,11,karph701,,,fostm901,muchm901,wintm901,wegnm901,,,wrigs001,rogee002,,regular,6,5,BOS,NYA,y,both,y,y,y,2015
OAK201504100,SEA,OAK,OAK01,20150410,0,7:08PM,night,,,TRUE,,164,30114,unknown,unknown,sunny,60,torf,3,thomc701,,,gormb901,carlm901,dimum901,gibsh902,,,pomed001,walkt004,,regular,0,12,OAK,SEA,y,both,y,y,y,2015
PHI201504100,WAS,PHI,PHI13,20150410,0,7:07PM,night,,,FALSE,,150,19047,unknown,unknown,unknown,57,torf,11,macom701,,,rackd901,laynj901,wendh902,davib902,,,garcl005,gonzg003,papej001,regular,1,4,PHI,WAS,y,both,y,y,y,2015
SDN201504100,SFN,SDN,SAN02,20150410,0,7:11PM,night,,,FALSE,,151,40015,unknown,unknown,unknown,64,unknown,7,zaveb701,,,carav901,vanol901,kulpr901,knigb901,,,benoj001,affej001,kimbc001,regular,0,1,SDN,SFN,y,both,y,y,y,2015
TEX201504100,HOU,TEX,ARL 2.00,20150410,0,3:08PM,day,,,TRUE,,165,48885,unknown,unknown,cloudy,65,fromlf,6,wells701,,,blasc901,nelsj901,diazl901,guccc901,,,mchuc001,holld003,,regular,5,1,HOU,TEX,y,both,y,y,y,2015
ANA201504110,KCA,ANA,ANA01,20150411,0,6:06PM,night,,,TRUE,,161,44154,unknown,unknown,sunny,68,torf,6,munse701,,,eddid901,wolfj901,hamaa901,millb901,,,guthj001,weavj003,hollg001,regular,6,4,KCA,ANA,y,both,y,y,y,2015
ARI201504110,LAN,ARI,PHO01,20150411,0,5:10PM,night,,,FALSE,,156,37636,unknown,unknown,sunny,83,unknown,10,johnr701,,,barrt901,herna901,barrs901,conrc901,,,brada001,kersc001,,regular,0,6,ARI,LAN,y,both,y,y,y,2015
ATL201504110,NYN,ATL,ATL02,20150411,0,7:14PM,night,,,FALSE,,145,36056,unknown,unknown,cloudy,76,ltor,8,wilkj701,,,culbf901,hudsm901,reynj901,schrp901,,,tehej001,gee-d001,johnj010,regular,3,5,ATL,NYN,y,both,y,y,y,2015
BAL201504110,TOR,BAL,BAL12,20150411,0,7:07PM,night,,,TRUE,,154,38897,unknown,unknown,sunny,61,tolf,14,jacom701,,,welkt901,everm901,timmt901,ticht901,,,jimeu001,sanca006,,regular,1,7,BAL,TOR,y,both,y,y,y,2015
CHA201504110,MIN,CHA,CHI12,20150411,0,1:09PM,day,,,TRUE,,174,22317,unknown,unknown,sunny,72,rtol,7,frisd701,,,hirsj901,holbs901,welkb901,hoyej901,,,dukez001,boyeb001,robed002,regular,4,5,CHA,MIN,y,both,y,y,y,2015
CIN201504110,SLN,CIN,CIN09,20150411,0,1:11PM,day,,,FALSE,,156,41525,unknown,unknown,sunny,56,ltor,4,camem701,,,westj901,danlk901,barkl901,reybd901,,,wachm001,cuetj001,roset001,regular,4,1,SLN,CIN,y,both,y,y,y,2015
CLE 201504110.00,DET,CLE,CLE 8.00,20150411,0,4:10PM,day,,,TRUE,,256,23161,unknown,unknown,sunny,53,ltor,4,maveb701,,,scotd901,iassd901,buckc901,barrl901,,,kroli001,allec002,,regular,9,6,DET,CLE,y,both,y,y,y,2015
COL201504110,CHN,COL,DEN02,20150411,0,6:12PM,night,,,FALSE,,199,43812,unknown,unknown,cloudy,67,ltor,2,einsd701,,,cedeg901,coope901,drakr901,wolcq901,,,hammj002,kendk001,,regular,9,5,CHN,COL,y,both,y,y,y,2015
MIA201504110,TBA,MIA,MIA02,20150411,0,4:10PM,day,,,FALSE,,152,17830,dry,none,dome,75,unknown,0,jernr701,,,davig901,cuzzp901,randt901,littw901,,,archc001,cosaj001,boxbb001,regular,2,0,TBA,MIA,y,both,y,y,y,2015
MIL201504110,PIT,MIL,MIL06,20150411,0,6:10PM,night,,,FALSE,,146,41108,dry,none,dome,69,unknown,0,odrit701,,,demud901,basnt901,nauep901,estam901,,,nelsj004,worlv001,,regular,0,6,MIL,PIT,y,both,y,y,y,2015
NYA201504110,BOS,NYA,NYC21,20150411,0,1:08PM,day,,,TRUE,,193,46678,unknown,unknown,cloudy,55,ltor,21,karph701,,,muchm901,wintm901,wegnm901,fostm901,,,kellj001,warra001,,regular,8,4,BOS,NYA,y,both,y,y,y,2015
OAK201504110,SEA,OAK,OAK01,20150411,0,1:07PM,day,,,TRUE,,219,24355,unknown,unknown,cloudy,63,torf,3,thomc701,,,carlm901,dimum901,gibsh902,gormb901,,,olsot002,abadf001,rodnf001,regular,5,4,SEA,OAK,y,both,y,y,y,2015
PHI201504110,WAS,PHI,PHI13,20150411,0,7:06PM,night,,,FALSE,,205,23740,unknown,unknown,sunny,61,fromlf,10,macom701,,,laynj901,wendh902,davib902,rackd901,,,mcgod001,roart001,,regular,2,3,PHI,WAS,y,both,y,y,y,2015
SDN201504110,SFN,SDN,SAN02,20150411,0,5:41PM,night,,,FALSE,,194,42823,unknown,unknown,sunny,67,rtol,10,zaveb701,,,vanol901,kulpr901,knigb901,carav901,,,shiej002,bumgm001,,regular,2,10,SDN,SFN,y,both,y,y,y,2015
TEX201504110,HOU,TEX,ARL 2.00,20150411,0,7:08PM,night,,,TRUE,,198,36833,unknown,unknown,cloudy,71,ltor,6,ruddw701,,,nelsj901,diazl901,guccc901,blasc901,,,gally001,carmf001,,regular,2,6,TEX,HOU,y,both,y,y,y,2015
ANA201504120,KCA,ANA,ANA01,20150412,0,12:38PM,day,,,TRUE,,176,37060,unknown,unknown,sunny,73,ltor,4,munse701,,,wolfj901,hamaa901,millb901,eddid901,,,venty001,wilsc004,,regular,9,2,KCA,ANA,y,both,y,y,y,2015
ARI201504120,LAN,ARI,PHO01,20150412,0,1:10PM,day,,,FALSE,,207,29678,unknown,unknown,cloudy,77,tocf,8,johnr701,,,herna901,barrs901,conrc901,barrt901,,,greiz001,collj001,peraj002,regular,7,4,LAN,ARI,y,both,y,y,y,2015
ATL201504120,NYN,ATL,ATL02,20150412,0,1:36PM,day,,,FALSE,,157,28192,unknown,unknown,unknown,63,rtol,8,wilkj701,,,hudsm901,reynj901,schrp901,culbf901,,,colob001,jaimj001,famij001,regular,4,3,NYN,ATL,y,both,y,y,y,2015
BAL201504120,TOR,BAL,BAL12,20150412,0,1:39PM,day,,,TRUE,,197,32522,unknown,unknown,sunny,60,ltor,3,eiger701,,,everm901,timmt901,ticht901,welkt901,,,loupa001,tillc001,castm002,regular,10,7,TOR,BAL,y,both,y,y,y,2015
CHA201504120,MIN,CHA,CHI12,20150412,0,1:09PM,day,,,TRUE,,176,23057,unknown,unknown,cloudy,71,rtol,14,roseb701,,,holbs901,welkb901,hoyej901,hirsj901,,,salec001,hughp001,,regular,2,6,CHA,MIN,y,both,y,y,y,2015
CIN201504120,SLN,CIN,CIN09,20150412,0,1:11PM,day,,,FALSE,,243,41446,unknown,unknown,sunny,67,rtol,4,rothr701,,,danlk901,barkl901,reybd901,westj901,,,villc001,gregk001,,regular,7,5,SLN,CIN,y,both,y,y,y,2015
CLE 201504120.00,DET,CLE,CLE 8.00,20150412,0,1:10PM,day,,,TRUE,,193,19555,unknown,unknown,sunny,60,fromcf,8,maveb701,,,iassd901,buckc901,barrl901,scotd901,,,lobsk001,houst002,sorij001,regular,8,5,DET,CLE,y,both,y,y,y,2015
COL201504120,CHN,COL,DEN02,20150412,0,2:11PM,day,,,FALSE,,185,41363,unknown,unknown,cloudy,65,fromrf,13,platd701,,,coope901,drakr901,wolcq901,cedeg901,,,ramin001,hawkl001,rondh001,regular,6,5,CHN,COL,y,both,y,y,y,2015
MIA201504120,TBA,MIA,MIA02,20150412,0,1:10PM,day,,,FALSE,,196,20199,dry,none,dome,74,unknown,0,jernr701,,,cuzzp901,randt901,littw901,davig901,,,karnn001,alvah001,friee001,regular,8,5,TBA,MIA,y,both,y,y,y,2015
MIL201504120,PIT,MIL,MIL06,20150412,0,1:11PM,day,,,FALSE,,180,39017,dry,none,dome,70,unknown,0,odrit701,,,basnt901,nauep901,estam901,demud901,,,sadlc002,lohsk001,,regular,10,2,PIT,MIL,y,both,y,y,y,2015
NYA201504120,BOS,NYA,NYC21,20150412,0,8:08PM,night,,,TRUE,,204,43019,unknown,unknown,sunny,54,tolf,12,karph701,,,wintm901,wegnm901,fostm901,muchm901,,,tanam001,buchc001,,regular,4,14,NYA,BOS,y,both,y,y,y,2015
OAK201504120,SEA,OAK,OAK01,20150412,0,1:07PM,day,,,TRUE,,191,32282,unknown,unknown,cloudy,67,torf,7,dybdc701,,,dimum901,gibsh902,gormb901,carlm901,,,rodnf001,clipt001,mediy001,regular,8,7,SEA,OAK,y,both,y,y,y,2015
PHI201504120,WAS,PHI,PHI13,20150412,0,1:38PM,day,,,FALSE,,199,30094,unknown,unknown,sunny,62,tocf,3,dunnj701,,,wendh902,davib902,rackd901,laynj901,,,barra001,diekj001,stord001,regular,4,3,WAS,PHI,y,both,y,y,y,2015
SDN201504120,SFN,SDN,SAN02,20150412,0,1:11PM,day,,,FALSE,,181,40184,unknown,unknown,sunny,67,ltor,9,zaveb701,,,kulpr901,knigb901,carav901,vanol901,,,rosst001,peavj001,kimbc001,regular,4,6,SDN,SFN,y,both,y,y,y,2015
TEX201504120,HOU,TEX,ARL 2.00,20150412,0,2:06PM,day,,,TRUE,,264,35276,unknown,unknown,unknown,73,rtol,10,wells701,,,diazl901,guccc901,blasc901,nelsj901,,,harrw002,verrl001,dedus001,regular,6,4,HOU,TEX,y,both,y,y,y,2015
ATL201504130,MIA,ATL,ATL02,20150413,0,8:02PM,night,,,FALSE,,182,13417,unknown,unknown,overcast,67,rtol,3,stamm701,,,kellj901,onorb901,porta901,rippm901,,,mills001,latom001,grilj001,regular,2,3,ATL,MIA,y,both,y,y,y,2015
BAL201504130,NYA,BAL,BAL12,20150413,0,7:11PM,night,,,TRUE,,189,21633,unknown,unknown,sunny,68,fromlf,9,hennj701,,,barkl901,cedeg901,barbs901,coope901,,,pinem001,huntt002,milla002,regular,6,5,NYA,BAL,y,both,y,y,y,2015
BOS201504130,WAS,BOS,BOS07,20150413,0,3:13PM,day,,,TRUE,,181,37203,unknown,unknown,cloudy,69,tolf,16,shalm701,,,gonzm901,reynj901,schrp901,fagac901,,,porcr001,zimmj003,,regular,4,9,BOS,WAS,y,both,y,y,y,2015
CHN201504130,CIN,CHN,CHI11,20150413,0,7:05PM,night,,,FALSE,,182,26390,unknown,unknown,cloudy,62,ltor,15,frisd701,,,mealj901,emmep901,fleta901,bakej902,,,rondh001,parrm001,,regular,6,7,CHN,CIN,y,both,y,y,y,2015
HOU201504130,OAK,HOU,HOU03,20150413,0,7:11PM,night,,,TRUE,,171,19279,unknown,unknown,cloudy,82,rtol,8,porzg701,,,timmt901,ticht901,welkt901,everm901,,,kazms001,felds001,,regular,8,1,OAK,HOU,y,both,y,y,y,2015
LAN201504130,SEA,LAN,LOS03,20150413,0,7:09PM,night,,,FALSE,,184,42202,unknown,unknown,sunny,67,torf,3,munse701,,,joycj901,gibsg901,hudsm901,fairc901,,,garcy001,leond003,,regular,5,6,LAN,SEA,y,both,y,y,y,2015
MIN201504130,KCA,MIN,MIN04,20150413,0,3:16PM,day,,,TRUE,,170,40123,unknown,unknown,cloudy,61,tocf,21,wongg701,,,nauep901,estam901,demud901,westj901,,,duffd001,may-t001,,regular,12,3,KCA,MIN,y,both,y,y,y,2015
NYN201504130,PHI,NYN,NYC20,20150413,0,1:14PM,day,,,FALSE,,173,43947,unknown,unknown,sunny,63,tolf,9,karph701,,,hallt901,marqa901,belld901,drecb901,,,degrj001,haraa001,famij001,regular,0,2,NYN,PHI,y,both,y,y,y,2015
PIT201504130,DET,PIT,PIT08,20150413,0,1:38PM,day,,,FALSE,,151,39933,unknown,unknown,cloudy,76,tolf,16,krizt701,,,davib902,rackd901,laynj901,wendh902,,,coleg001,sanca004,,regular,4,5,PIT,DET,y,both,y,y,y,2015
SDN201504130,ARI,SDN,SAN02,20150413,0,7:11PM,night,,,FALSE,,182,19538,unknown,unknown,cloudy,64,rtol,10,zaveb701,,,hamaa901,millb901,johna901,wolfj901,,,delar003,casha001,,regular,8,4,ARI,SDN,y,both,y,y,y,2015
